Words,Adolf,(お嬢様嬉しそうだな...そんなに今日の遠征を楽しみにしていたのか...),,PC_Origin,,
Words,Rina,アドルフ御覧なさい!\あそこに地面に這いよる小さな生き物がいますわよ!,PC_Smile,,,
Words,Adolf,あれはコオロギですね夕方になると翅を擦りあわせて\美しい音色で鳴く生き物で...,PC_Origin,,,
Words,Rina,アドルフ御覧なさい！\あちらに様々な模様をした葉が落ちていますわよ！！,PC_Interesting,,,
Words,Adolf,少し落ち着いて下さい！,PC_Sad,PC_Surprised,,
Words,Rina,しかし本当に綺麗な所ですわね！\ここは日本のなんという場所ですの？,PC_Origin,,,
Words,Adolf,ここは日本の首都、東京にある日比谷公園という場所で...,,PC_Origin,,
Words,Rina,ひびや公園！なるほど!\アドルフが日本へ来たくなる気持ちも分かりますわ,PC_Smile,,,
Words,Rina,あ！あそこにも何か！ついて来なさい！アドルフ！,PC_Interesting,,,
Words,Adolf,あぁちょっと!,,PC_Embarrassment,Inactive,
Words,Rina,あれは何でしょう?何か催し物かしら？,PC_Origin,,Active,Inactive
Words,Adolf,あぁそういえば今日は収穫祭の日でしたね\この日は屋台が沢山立ち並ぶんですよ,,PC_Smile,,Active
Words,Rina,屋台！おおぉこれは！先程の落ちていた葉にそっくりですわ！,PC_Interesting,,,
Words,Mr,いらっしゃい!これは紅葉饅頭っていうんだよお嬢ちゃん\おひとつ試しにどうだい?,PC_Origin,PC_Origin,,
Words,Rina,いいんですの!?いただきますわ!,PC_Interesting,,,
Words,Rina,(あむあむあむあむ...),PC_Origin,,,
Words,Rina,ん～!!とても美味ですわ!!!,PC_Smile,,,
Words,Mr,喜んでもらえて嬉しいよ!そこのお隣にいる彼氏さんもおひとつどう?,,,,
Words,Adolf,(彼氏さん!?)いいんですか?すみません頂きます,,PC_Smile,,
Words,Rina,んん~!!公園というものは本当に素晴らしい所ですわね!!,,PC_Origin,,
Words,Adolf,お気に召したようで何よりです,,PC_Smile,,
Words,Rina,手当たり次第全部回るわよ!!,PC_SmugFace,,,
Words,Adolf,え？,,PC_Embarrassment,,
Words,Rina,ついてきなさい!アドルフ!,PC_Smile,,,
Scene,Main1,,,,,
